person,sites
http://www.wikidata.org/entity/Q1987279,27
http://www.wikidata.org/entity/Q718383,27
http://www.wikidata.org/entity/Q27810,27
http://www.wikidata.org/entity/Q866315,27
http://www.wikidata.org/entity/Q1514450,27
http://www.wikidata.org/entity/Q660051,27
http://www.wikidata.org/entity/Q1614785,27
http://www.wikidata.org/entity/Q2725594,27
http://www.wikidata.org/entity/Q839858,26
http://www.wikidata.org/entity/Q994344,26
http://www.wikidata.org/entity/Q727156,26
http://www.wikidata.org/entity/Q1753262,26
http://www.wikidata.org/entity/Q3806180,26
http://www.wikidata.org/entity/Q1660555,26
http://www.wikidata.org/entity/Q1250951,26
http://www.wikidata.org/entity/Q1402540,26
http://www.wikidata.org/entity/Q625731,26
http://www.wikidata.org/entity/Q630823,26
http://www.wikidata.org/entity/Q1369292,26
http://www.wikidata.org/entity/Q3432058,26
http://www.wikidata.org/entity/Q1255759,26
http://www.wikidata.org/entity/Q1503373,26
http://www.wikidata.org/entity/Q771213,26
http://www.wikidata.org/entity/Q775254,26
http://www.wikidata.org/entity/Q770064,26
http://www.wikidata.org/entity/Q1162374,26
http://www.wikidata.org/entity/Q150519,26
http://www.wikidata.org/entity/Q1623086,26
http://www.wikidata.org/entity/Q761417,26
http://www.wikidata.org/entity/Q52863,26
http://www.wikidata.org/entity/Q2071301,26
http://www.wikidata.org/entity/Q121841,26
http://www.wikidata.org/entity/Q728718,26
http://www.wikidata.org/entity/Q1503352,26
http://www.wikidata.org/entity/Q750023,26
http://www.wikidata.org/entity/Q1639626,26
http://www.wikidata.org/entity/Q1470014,26
http://www.wikidata.org/entity/Q745472,26
http://www.wikidata.org/entity/Q1428628,26
http://www.wikidata.org/entity/Q431862,26
http://www.wikidata.org/entity/Q59826,26
http://www.wikidata.org/entity/Q1423458,26
http://www.wikidata.org/entity/Q1770841,26
http://www.wikidata.org/entity/Q246154,26
http://www.wikidata.org/entity/Q877964,26
http://www.wikidata.org/entity/Q3226215,26
http://www.wikidata.org/entity/Q3224418,26
http://www.wikidata.org/entity/Q1064059,26
http://www.wikidata.org/entity/Q844904,26
http://www.wikidata.org/entity/Q22983,26
http://www.wikidata.org/entity/Q2297886,26
http://www.wikidata.org/entity/Q912184,26
http://www.wikidata.org/entity/Q28006858,26
http://www.wikidata.org/entity/Q1067723,26
http://www.wikidata.org/entity/Q2046297,26
http://www.wikidata.org/entity/Q1754267,26
http://www.wikidata.org/entity/Q949916,26
http://www.wikidata.org/entity/Q1054235,26
http://www.wikidata.org/entity/Q1753328,26
http://www.wikidata.org/entity/Q934013,26
http://www.wikidata.org/entity/Q29515292,26
http://www.wikidata.org/entity/Q1050827,26
http://www.wikidata.org/entity/Q1065786,25
http://www.wikidata.org/entity/Q1076932,25
http://www.wikidata.org/entity/Q757141,25
http://www.wikidata.org/entity/Q1511184,25
http://www.wikidata.org/entity/Q2575084,25
http://www.wikidata.org/entity/Q15242205,25
http://www.wikidata.org/entity/Q853073,25
http://www.wikidata.org/entity/Q51282,25
http://www.wikidata.org/entity/Q2674728,25
http://www.wikidata.org/entity/Q2741,25
http://www.wikidata.org/entity/Q15012089,25
http://www.wikidata.org/entity/Q51277,25
http://www.wikidata.org/entity/Q1621656,25
http://www.wikidata.org/entity/Q2291154,25
http://www.wikidata.org/entity/Q1254953,25
http://www.wikidata.org/entity/Q719661,25
http://www.wikidata.org/entity/Q934089,25
http://www.wikidata.org/entity/Q616755,25
http://www.wikidata.org/entity/Q1419509,25
http://www.wikidata.org/entity/Q920224,25
http://www.wikidata.org/entity/Q60002,25
http://www.wikidata.org/entity/Q599124,25
http://www.wikidata.org/entity/Q584674,25
http://www.wikidata.org/entity/Q752269,25
http://www.wikidata.org/entity/Q1227131,25
http://www.wikidata.org/entity/Q1458168,25
http://www.wikidata.org/entity/Q908772,25
http://www.wikidata.org/entity/Q2338941,25
http://www.wikidata.org/entity/Q3416772,25
http://www.wikidata.org/entity/Q24,25
http://www.wikidata.org/entity/Q547105,25
http://www.wikidata.org/entity/Q887525,25
http://www.wikidata.org/entity/Q2444720,25
http://www.wikidata.org/entity/Q840202,25
http://www.wikidata.org/entity/Q385831,25
http://www.wikidata.org/entity/Q3432612,25
http://www.wikidata.org/entity/Q840368,25
http://www.wikidata.org/entity/Q838512,25
http://www.wikidata.org/entity/Q3472490,25
http://www.wikidata.org/entity/Q1635605,25
http://www.wikidata.org/entity/Q362594,25
http://www.wikidata.org/entity/Q826155,25
http://www.wikidata.org/entity/Q1839152,25
http://www.wikidata.org/entity/Q377529,25
http://www.wikidata.org/entity/Q572626,24
http://www.wikidata.org/entity/Q836719,24
http://www.wikidata.org/entity/Q575227,24
http://www.wikidata.org/entity/Q1425114,24
http://www.wikidata.org/entity/Q586362,24
http://www.wikidata.org/entity/Q1987473,24
http://www.wikidata.org/entity/Q913359,24
http://www.wikidata.org/entity/Q2210354,24
http://www.wikidata.org/entity/Q5700415,24
http://www.wikidata.org/entity/Q550404,24
http://www.wikidata.org/entity/Q547306,24
http://www.wikidata.org/entity/Q3899150,24
http://www.wikidata.org/entity/Q752877,24
http://www.wikidata.org/entity/Q1504443,24
http://www.wikidata.org/entity/Q1504550,24
http://www.wikidata.org/entity/Q757015,24
http://www.wikidata.org/entity/Q3222624,24
http://www.wikidata.org/entity/Q3221667,24
http://www.wikidata.org/entity/Q945817,24
http://www.wikidata.org/entity/Q12879,24
http://www.wikidata.org/entity/Q1261586,24
http://www.wikidata.org/entity/Q1261224,24
http://www.wikidata.org/entity/Q1339544,24
http://www.wikidata.org/entity/Q974336,24
http://www.wikidata.org/entity/Q13471616,24
http://www.wikidata.org/entity/Q951483,24
http://www.wikidata.org/entity/Q1047529,24
http://www.wikidata.org/entity/Q718965,24
http://www.wikidata.org/entity/Q1758871,24
http://www.wikidata.org/entity/Q629034,24
http://www.wikidata.org/entity/Q720235,24
http://www.wikidata.org/entity/Q621416,24
http://www.wikidata.org/entity/Q1411101,24
http://www.wikidata.org/entity/Q12400,24
http://www.wikidata.org/entity/Q8139731,24
http://www.wikidata.org/entity/Q607489,24
http://www.wikidata.org/entity/Q925989,24
http://www.wikidata.org/entity/Q841372,24
http://www.wikidata.org/entity/Q512382,24
http://www.wikidata.org/entity/Q780746,24
http://www.wikidata.org/entity/Q51307,24
http://www.wikidata.org/entity/Q81787,24
http://www.wikidata.org/entity/Q2941743,24
http://www.wikidata.org/entity/Q1985548,24
http://www.wikidata.org/entity/Q51310,24
http://www.wikidata.org/entity/Q762250,24
http://www.wikidata.org/entity/Q1545219,24
http://www.wikidata.org/entity/Q1536527,24
http://www.wikidata.org/entity/Q2738,24
http://www.wikidata.org/entity/Q2739228,24
http://www.wikidata.org/entity/Q2978459,24
http://www.wikidata.org/entity/Q848673,24
http://www.wikidata.org/entity/Q844697,24
http://www.wikidata.org/entity/Q1623044,24
http://www.wikidata.org/entity/Q432143,24
http://www.wikidata.org/entity/Q774644,23
http://www.wikidata.org/entity/Q51334,23
http://www.wikidata.org/entity/Q842506,23
http://www.wikidata.org/entity/Q841308,23
http://www.wikidata.org/entity/Q1647348,23
http://www.wikidata.org/entity/Q1963397,23
http://www.wikidata.org/entity/Q845525,23
http://www.wikidata.org/entity/Q777062,23
http://www.wikidata.org/entity/Q51328,23
http://www.wikidata.org/entity/Q3643599,23
http://www.wikidata.org/entity/Q1994800,23
http://www.wikidata.org/entity/Q1962394,23
http://www.wikidata.org/entity/Q1049890,23
http://www.wikidata.org/entity/Q929855,23
http://www.wikidata.org/entity/Q949917,23
http://www.wikidata.org/entity/Q3080574,23
http://www.wikidata.org/entity/Q1319784,23
http://www.wikidata.org/entity/Q988925,23
http://www.wikidata.org/entity/Q305387,23
http://www.wikidata.org/entity/Q784892,23
http://www.wikidata.org/entity/Q498184,23
http://www.wikidata.org/entity/Q2085488,23
http://www.wikidata.org/entity/Q652022,23
http://www.wikidata.org/entity/Q1997841,23
http://www.wikidata.org/entity/Q1248567,23
http://www.wikidata.org/entity/Q1752065,23
http://www.wikidata.org/entity/Q1087722,23
http://www.wikidata.org/entity/Q2019811,23
http://www.wikidata.org/entity/Q51281,23
http://www.wikidata.org/entity/Q596978,23
http://www.wikidata.org/entity/Q1799013,23
http://www.wikidata.org/entity/Q1052725,23
http://www.wikidata.org/entity/Q151659,23
http://www.wikidata.org/entity/Q388796,23
http://www.wikidata.org/entity/Q903006,23
http://www.wikidata.org/entity/Q4446039,23
http://www.wikidata.org/entity/Q3231528,23
http://www.wikidata.org/entity/Q4063579,23
http://www.wikidata.org/entity/Q4179,23
http://www.wikidata.org/entity/Q1148977,23
http://www.wikidata.org/entity/Q4199500,23
http://www.wikidata.org/entity/Q2467893,23
http://www.wikidata.org/entity/Q1061765,23
http://www.wikidata.org/entity/Q247120,23
http://www.wikidata.org/entity/Q1145624,23
http://www.wikidata.org/entity/Q52405,23
http://www.wikidata.org/entity/Q757302,23
http://www.wikidata.org/entity/Q757313,23
http://www.wikidata.org/entity/Q2502489,23
http://www.wikidata.org/entity/Q1511163,23
http://www.wikidata.org/entity/Q254678,23
http://www.wikidata.org/entity/Q1982051,23
http://www.wikidata.org/entity/Q1779361,23
http://www.wikidata.org/entity/Q1137442,23
http://www.wikidata.org/entity/Q860922,23
http://www.wikidata.org/entity/Q324430,23
http://www.wikidata.org/entity/Q1649955,23
http://www.wikidata.org/entity/Q1227698,23
http://www.wikidata.org/entity/Q261222,23
http://www.wikidata.org/entity/Q2283843,23
http://www.wikidata.org/entity/Q1648321,23
http://www.wikidata.org/entity/Q1470558,23
http://www.wikidata.org/entity/Q738325,22
http://www.wikidata.org/entity/Q1234661,22
http://www.wikidata.org/entity/Q784208,22
http://www.wikidata.org/entity/Q756787,22
http://www.wikidata.org/entity/Q7050346,22
http://www.wikidata.org/entity/Q545694,22
http://www.wikidata.org/entity/Q842511,22
http://www.wikidata.org/entity/Q1078696,22
http://www.wikidata.org/entity/Q111527133,22
http://www.wikidata.org/entity/Q1063506,22
http://www.wikidata.org/entity/Q864751,22
http://www.wikidata.org/entity/Q1190653,22
http://www.wikidata.org/entity/Q10924557,22
http://www.wikidata.org/entity/Q11910388,22
http://www.wikidata.org/entity/Q83629,22
http://www.wikidata.org/entity/Q1076696,22
http://www.wikidata.org/entity/Q1223440,22
http://www.wikidata.org/entity/Q51333,22
http://www.wikidata.org/entity/Q51298,22
http://www.wikidata.org/entity/Q2347474,22
http://www.wikidata.org/entity/Q592909,22
http://www.wikidata.org/entity/Q3256600,22
http://www.wikidata.org/entity/Q51329,22
