,person,sites,entity_id,label,description,wikipedia_url,user,likert_response
449,http://www.wikidata.org/entity/Q187923,43,Q187923,Ginny Weasley,fictional character in J. K. Rowling's Harry Potter series,https://en.wikipedia.org/wiki/Ginny_Weasley,swimfellow,
450,http://www.wikidata.org/entity/Q190529,50,Q190529,Nicolas Bourbaki,collective pseudonym for a group of mathematicians,https://en.wikipedia.org/wiki/Nicolas_Bourbaki,swimfellow,
451,http://www.wikidata.org/entity/Q311879,35,Q311879,Herodes Atticus,Greek sophist and Roman senator (101–177),https://en.wikipedia.org/wiki/Herodes_Atticus,swimfellow,
452,http://www.wikidata.org/entity/Q277703,20,Q277703,Anjali,Indian actress,https://en.wikipedia.org/wiki/Anjali_(actress),swimfellow,
453,http://www.wikidata.org/entity/Q242084,37,Q242084,Lola Flores,"Spanish actress, dancer and singer (1923–1995)",https://en.wikipedia.org/wiki/Lola_Flores,swimfellow,
454,http://www.wikidata.org/entity/Q1087722,23,Q1087722,Morbius,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Morbius,swimfellow,
455,http://www.wikidata.org/entity/Q11082378,21,Q11082378,Jonah Hex,DC Comics character,https://en.wikipedia.org/wiki/Jonah_Hex,swimfellow,
456,http://www.wikidata.org/entity/Q266972,35,Q266972,Sandra Faber,American astrophysicist,https://en.wikipedia.org/wiki/Sandra_Faber,swimfellow,
457,http://www.wikidata.org/entity/Q3244512,82,Q3244512,Harry Potter,"main character of the book, film and video game series of the same name",https://en.wikipedia.org/wiki/Harry_Potter_(character),swimfellow,
458,http://www.wikidata.org/entity/Q632212,32,Q632212,Storm,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Storm_(Marvel_Comics),swimfellow,
459,http://www.wikidata.org/entity/Q319954,29,Q319954,"Leopold, Duke of Lorraine","duke of Lorraine, Bar and of Teschen","https://en.wikipedia.org/wiki/Leopold,_Duke_of_Lorraine",swimfellow,
460,http://www.wikidata.org/entity/Q377870,44,Q377870,H. D. Deve Gowda,11th Prime Minister of India,https://en.wikipedia.org/wiki/H._D._Deve_Gowda,swimfellow,
461,http://www.wikidata.org/entity/Q24,25,Q24,Jack Bauer,character from the television series 24,https://en.wikipedia.org/wiki/Jack_Bauer,swimfellow,
462,http://www.wikidata.org/entity/Q9577,29,Q9577,Katja Seizinger,German former alpine ski racer,https://en.wikipedia.org/wiki/Katja_Seizinger,swimfellow,
463,http://www.wikidata.org/entity/Q1341362,22,Q1341362,Patrick James Ryan,Irish American hammer thrower (1881-1964),https://en.wikipedia.org/wiki/Patrick_Ryan_(hammer_thrower),swimfellow,
464,http://www.wikidata.org/entity/Q1996763,36,Q1996763,Doctor Eggman,fictional character from the Sonic franchise,https://en.wikipedia.org/wiki/Doctor_Eggman,swimfellow,
465,http://www.wikidata.org/entity/Q20812953,42,Q20812953,Maria Zakharova,Russian foreign ministry spokesperson since 2015,https://en.wikipedia.org/wiki/Maria_Zakharova,swimfellow,
466,http://www.wikidata.org/entity/Q101306,76,Q101306,Zephyrinus,Pope and Bishop of Rome from 199 to 217,https://en.wikipedia.org/wiki/Pope_Zephyrinus,swimfellow,
467,http://www.wikidata.org/entity/Q1193472,30,Q1193472,Mr. Krabs,main character in SpongeBob SquarePants,https://en.wikipedia.org/wiki/Mr._Krabs,swimfellow,
468,http://www.wikidata.org/entity/Q51803,47,Q51803,Chewbacca,fictional character from Star Wars,https://en.wikipedia.org/wiki/Chewbacca,swimfellow,
469,http://www.wikidata.org/entity/Q61795,23,Q61795,Alfred Schwarzmann,Gymnast and soldier (1912–2000),https://en.wikipedia.org/wiki/Alfred_Schwarzmann,swimfellow,
470,http://www.wikidata.org/entity/Q447802,28,Q447802,Edmund Crouchback,English noble (1245-1296),https://en.wikipedia.org/wiki/Edmund_Crouchback,swimfellow,
471,http://www.wikidata.org/entity/Q508029,26,Q508029,Stephen Leacock,Canadian writer and economist (1869–1944),https://en.wikipedia.org/wiki/Stephen_Leacock,swimfellow,
472,http://www.wikidata.org/entity/Q12379,90,Q12379,Mario,fictional character in the Mario video game franchise,https://en.wikipedia.org/wiki/Mario,swimfellow,
473,http://www.wikidata.org/entity/Q430698,30,Q430698,Darkseid,fictional character that appears in comic books published by DC Comics,https://en.wikipedia.org/wiki/Darkseid,swimfellow,
474,http://www.wikidata.org/entity/Q265139,20,Q265139,Raina Kabaivanska,Bulgarian opera singer,https://en.wikipedia.org/wiki/Raina_Kabaivanska,swimfellow,
475,http://www.wikidata.org/entity/Q1145624,23,Q1145624,Ada Wong,Resident Evil character,https://en.wikipedia.org/wiki/Ada_Wong,swimfellow,
476,http://www.wikidata.org/entity/Q122018,52,Q122018,Sinbad the Sailor,fictional sailor,https://en.wikipedia.org/wiki/Sinbad_the_Sailor,swimfellow,
477,http://www.wikidata.org/entity/Q451489,25,Q451489,Antoine-Louis Barye,French sculptor (1795–1875),https://en.wikipedia.org/wiki/Antoine-Louis_Barye,swimfellow,
478,http://www.wikidata.org/entity/Q2941743,24,Q2941743,Catelyn Stark,character in A Song of Ice and Fire,https://en.wikipedia.org/wiki/Catelyn_Stark,swimfellow,
479,http://www.wikidata.org/entity/Q766141,20,Q766141,Chakotay,character from Star Trek: Voyager,https://en.wikipedia.org/wiki/Chakotay,swimfellow,
480,http://www.wikidata.org/entity/Q581353,37,Q581353,Rachel Green,fictional character from American TV Sitcom Friends,https://en.wikipedia.org/wiki/Rachel_Green,swimfellow,
481,http://www.wikidata.org/entity/Q520508,26,Q520508,"Charles II, Duke of Savoy",Italian noble,"https://en.wikipedia.org/wiki/Charles_II,_Duke_of_Savoy",swimfellow,
482,http://www.wikidata.org/entity/Q235072,32,Q235072,Marley Shelton,American actress,https://en.wikipedia.org/wiki/Marley_Shelton,swimfellow,
483,http://www.wikidata.org/entity/Q255815,40,Q255815,Tallulah Bankhead,American actress (1902–1968),https://en.wikipedia.org/wiki/Tallulah_Bankhead,swimfellow,
484,http://www.wikidata.org/entity/Q757141,25,Q757141,Krillin,fictional character from Dragon Ball,https://en.wikipedia.org/wiki/Krillin,swimfellow,
485,http://www.wikidata.org/entity/Q370217,37,Q370217,Dustin Moskovitz,American computer/Internet entrepreneur,https://en.wikipedia.org/wiki/Dustin_Moskovitz,swimfellow,
486,http://www.wikidata.org/entity/Q1641818,21,Q1641818,Mona Simpson,fictional character from The Simpsons franchise,https://en.wikipedia.org/wiki/Mona_Simpson_(The_Simpsons),swimfellow,
487,http://www.wikidata.org/entity/Q65323,20,Q65323,Johannes Schmidt,German linguist (1843–1901),https://en.wikipedia.org/wiki/Johannes_Schmidt_(linguist),swimfellow,
488,http://www.wikidata.org/entity/Q185790,72,Q185790,Arjuna,central character and the greatest warrior of Mahabharata,https://en.wikipedia.org/wiki/Arjuna,swimfellow,
489,http://www.wikidata.org/entity/Q1112728,23,Q1112728,Miqdad ibn Aswad,Companion (Sahaba) of Muhammad (died c. 652 CE),https://en.wikipedia.org/wiki/Miqdad_ibn_Aswad,swimfellow,
490,http://www.wikidata.org/entity/Q366957,36,Q366957,Jason Voorhees,main character of the Friday the 13th series,https://en.wikipedia.org/wiki/Jason_Voorhees,swimfellow,
491,http://www.wikidata.org/entity/Q994344,26,Q994344,Ezio Auditore da Firenze,fictional character from Assassin's Creed,https://en.wikipedia.org/wiki/Ezio_Auditore_da_Firenze,swimfellow,
492,http://www.wikidata.org/entity/Q860922,23,Q860922,Zatanna,fictional human,https://en.wikipedia.org/wiki/Zatanna,swimfellow,
493,http://www.wikidata.org/entity/Q242796,22,Q242796,Antonia Fraser,British author and novelist,https://en.wikipedia.org/wiki/Antonia_Fraser,swimfellow,
494,http://www.wikidata.org/entity/Q3624677,27,Q3624677,Arya Stark,fictional character from A Song of Ice and Fire,https://en.wikipedia.org/wiki/Arya_Stark,swimfellow,
495,http://www.wikidata.org/entity/Q110288715,32,Q110288715,Dimitar Kovačevski,Prime Minister of North Macedonia from 2022 to 2024,https://en.wikipedia.org/wiki/Dimitar_Kova%C4%8Devski,swimfellow,
496,http://www.wikidata.org/entity/Q752269,25,Q752269,Gohan,fictional character from Dragon Ball,https://en.wikipedia.org/wiki/Gohan,swimfellow,
497,http://www.wikidata.org/entity/Q3226215,26,Q3226215,Dean Thomas,wizard in the Harry Potter universe,https://en.wikipedia.org/wiki/Dean_Thomas_(Harry_Potter),swimfellow,
498,http://www.wikidata.org/entity/Q447520,22,Q447520,"Louis, Prince of Condé",Duke of Bourbon (1668-1710),"https://en.wikipedia.org/wiki/Louis_III,_Prince_of_Cond%C3%A9",swimfellow,
499,http://www.wikidata.org/entity/Q77007,20,Q77007,Sandra Nasić,Female vocalist from Germany,https://en.wikipedia.org/wiki/Sandra_Nasi%C4%87,swimfellow,
500,http://www.wikidata.org/entity/Q17486599,38,Q17486599,Rúben Neves,Portuguese association football player,https://en.wikipedia.org/wiki/R%C3%BAben_Neves,swimfellow,
501,http://www.wikidata.org/entity/Q1063506,22,Q1063506,Crash Bandicoot,fictional video game character,https://en.wikipedia.org/wiki/Crash_Bandicoot_(character),swimfellow,
502,http://www.wikidata.org/entity/Q1107971,40,Q1107971,Kermit the Frog,Muppet character,https://en.wikipedia.org/wiki/Kermit_the_Frog,swimfellow,
503,http://www.wikidata.org/entity/Q254527,25,Q254527,Monica Zetterlund,Swedish singer and actress,https://en.wikipedia.org/wiki/Monica_Zetterlund,swimfellow,
504,http://www.wikidata.org/entity/Q4446039,23,Q4446039,Tigger,fictional tiger-like character,https://en.wikipedia.org/wiki/Tigger,swimfellow,
505,http://www.wikidata.org/entity/Q935534,23,Q935534,Antonio Vivarini,Venetian painter (15. century),https://en.wikipedia.org/wiki/Antonio_Vivarini,swimfellow,
506,http://www.wikidata.org/entity/Q385831,25,Q385831,Pavel Chekov,fictional character,https://en.wikipedia.org/wiki/Pavel_Chekov,swimfellow,
507,http://www.wikidata.org/entity/Q370636,26,Q370636,Piet Schrijvers,Dutch association football player (1946–2022),https://en.wikipedia.org/wiki/Piet_Schrijvers,swimfellow,
508,http://www.wikidata.org/entity/Q21344522,24,Q21344522,Mohammed Al-Breik,Saudi Arabian association football player,https://en.wikipedia.org/wiki/Mohammed_Al-Breik,swimfellow,
509,http://www.wikidata.org/entity/Q1155343,25,Q1155343,Ai Kago,"Japanese actress, singer, and dancer",https://en.wikipedia.org/wiki/Ai_Kago,swimfellow,
510,http://www.wikidata.org/entity/Q2357164,21,Q2357164,The Master,recurring character in the British television science fiction series Doctor Who,https://en.wikipedia.org/wiki/The_Master_(Doctor_Who),swimfellow,
511,http://www.wikidata.org/entity/Q2009573,37,Q2009573,James Bond,"secret agent, invented by novellist Ian Fleming",https://en.wikipedia.org/wiki/James_Bond_(literary_character),swimfellow,
512,http://www.wikidata.org/entity/Q842949,28,Q842949,Miley Stewart,fictional character from the television series Hannah Montana,https://en.wikipedia.org/wiki/Miley_Stewart,swimfellow,
513,http://www.wikidata.org/entity/Q210593,50,Q210593,Luigi,fictional video game character from the Mario franchise,https://en.wikipedia.org/wiki/Luigi,swimfellow,
514,http://www.wikidata.org/entity/Q221196,38,Q221196,Gaara,fictional character from Naruto,https://en.wikipedia.org/wiki/Gaara,swimfellow,
515,http://www.wikidata.org/entity/Q299114,51,Q299114,Konstantin Päts,Estonian politician (1874–1956),https://en.wikipedia.org/wiki/Konstantin_P%C3%A4ts,swimfellow,
516,http://www.wikidata.org/entity/Q700939,22,Q700939,Zhang Wentian,General Secretary of the Chinese Communist Party (1900-1976),https://en.wikipedia.org/wiki/Zhang_Wentian,swimfellow,
517,http://www.wikidata.org/entity/Q61054,34,Q61054,Manishtushu,Akkadian king,https://en.wikipedia.org/wiki/Manishtushu,swimfellow,
518,http://www.wikidata.org/entity/Q16148924,20,Q16148924,Farrah Abraham,"American television personality, author and singer",https://en.wikipedia.org/wiki/Farrah_Abraham,swimfellow,
519,http://www.wikidata.org/entity/Q312739,39,Q312739,Irving Fisher,American economist and statistician (1867–1947),https://en.wikipedia.org/wiki/Irving_Fisher,swimfellow,
520,http://www.wikidata.org/entity/Q3806180,26,Q3806180,Jaime Lannister,character in A Song of Ice and Fire,https://en.wikipedia.org/wiki/Jaime_Lannister,swimfellow,
521,http://www.wikidata.org/entity/Q295964,59,Q295964,Jon Favreau,American actor and filmmaker (born 1966),https://en.wikipedia.org/wiki/Jon_Favreau,swimfellow,
522,http://www.wikidata.org/entity/Q2020365,20,Q2020365,Miles O'Brien,fictional character from the Star Trek universe,https://en.wikipedia.org/wiki/Miles_O%27Brien_(Star_Trek),swimfellow,
523,http://www.wikidata.org/entity/Q737970,21,Q737970,Teal'c,fictional character from Stargate,https://en.wikipedia.org/wiki/Teal%27c,swimfellow,
524,http://www.wikidata.org/entity/Q77001957,28,Q77001957,Grogu,character from the Star Wars universe,https://en.wikipedia.org/wiki/Grogu,swimfellow,
525,http://www.wikidata.org/entity/Q183813,55,Q183813,Justin II,Emperor of the Byzantine Empire from 565 to 574 (520-578),https://en.wikipedia.org/wiki/Justin_II,swimfellow,
526,http://www.wikidata.org/entity/Q421581,36,Q421581,Akshaye Khanna,Indian actor,https://en.wikipedia.org/wiki/Akshaye_Khanna,swimfellow,
527,http://www.wikidata.org/entity/Q51800,28,Q51800,Wilhuff Tarkin,fictional character in the Star Wars universe,https://en.wikipedia.org/wiki/Grand_Moff_Tarkin,swimfellow,
528,http://www.wikidata.org/entity/Q683407,20,Q683407,Jun Maeda,"Japanese visual novel writer, composer and manga author",https://en.wikipedia.org/wiki/Jun_Maeda,swimfellow,
529,http://www.wikidata.org/entity/Q814168,32,Q814168,Befana,woman in Italian folklore,https://en.wikipedia.org/wiki/Befana,swimfellow,
530,http://www.wikidata.org/entity/Q1092283,24,Q1092283,Frank Lobos,Chilean association football player,https://en.wikipedia.org/wiki/Frank_Lobos,swimfellow,
531,http://www.wikidata.org/entity/Q3310170,20,Q3310170,Ross Alexander,American actor (1907–1937),https://en.wikipedia.org/wiki/Ross_Alexander,swimfellow,
532,http://www.wikidata.org/entity/Q450269,39,Q450269,Olga Ladyzhenskaya,Russian mathematician (1922–2004),https://en.wikipedia.org/wiki/Olga_Ladyzhenskaya,swimfellow,
533,http://www.wikidata.org/entity/Q2724248,21,Q2724248,Ram Prasad Bismil,"revolutionary, poet & writer (1897–1927)",https://en.wikipedia.org/wiki/Ram_Prasad_Bismil,swimfellow,
534,http://www.wikidata.org/entity/Q437645,20,Q437645,Rudy Sarzo,Cuban American bassist,https://en.wikipedia.org/wiki/Rudy_Sarzo,swimfellow,
535,http://www.wikidata.org/entity/Q926912,29,Q926912,Craig Robinson,American actor and comedian,https://en.wikipedia.org/wiki/Craig_Robinson_(actor),swimfellow,
536,http://www.wikidata.org/entity/Q52852,28,Q52852,Rock Lee,fictional character from Naruto,https://en.wikipedia.org/wiki/Rock_Lee,swimfellow,
537,http://www.wikidata.org/entity/Q1261224,24,Q1261224,Olympe Maxime,fictional character in the Harry Potter series,https://en.wikipedia.org/wiki/Olympe_Maxime,swimfellow,
538,http://www.wikidata.org/entity/Q458632,28,Q458632,Nujood Ali,Advocate of opposition to forced marriages,https://en.wikipedia.org/wiki/Nujood_Ali,swimfellow,
539,http://www.wikidata.org/entity/Q382433,28,Q382433,"Charles III, Prince of Monaco",Prince of Monaco and Duke of Valentinois from 1856,"https://en.wikipedia.org/wiki/Charles_III,_Prince_of_Monaco",swimfellow,
540,http://www.wikidata.org/entity/Q1052725,23,Q1052725,Sir Kay,"Step brother of king Arthur, a knight of the Round Table",https://en.wikipedia.org/wiki/Sir_Kay,swimfellow,
541,http://www.wikidata.org/entity/Q6136466,20,Q6136466,Ryosuke Nemoto,Japanese association football player,https://en.wikipedia.org/wiki/Ryosuke_Nemoto,swimfellow,
542,http://www.wikidata.org/entity/Q1921,57,Q1921,Blaise Matuidi,French footballer (born 1987),https://en.wikipedia.org/wiki/Blaise_Matuidi,swimfellow,
543,http://www.wikidata.org/entity/Q1189756,33,Q1189756,Sandy Cheeks,fictional character from the animated television show SpongeBob SquarePants,https://en.wikipedia.org/wiki/Sandy_Cheeks,swimfellow,
544,http://www.wikidata.org/entity/Q2124,104,Q2124,Valéry Giscard d'Estaing,French official and politician (1926–2020),https://en.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing,swimfellow,
545,http://www.wikidata.org/entity/Q762250,24,Q762250,Elmo,Muppet character on the children's television show Sesame Street,https://en.wikipedia.org/wiki/Elmo,swimfellow,
546,http://www.wikidata.org/entity/Q318985,31,Q318985,Kōichirō Matsuura,Japanese diplomat,https://en.wikipedia.org/wiki/K%C5%8Dichir%C5%8D_Matsuura,swimfellow,
547,http://www.wikidata.org/entity/Q30334,28,Q30334,Shikamaru Nara,fictional character from Naruto,https://en.wikipedia.org/wiki/Shikamaru_Nara,swimfellow,
548,http://www.wikidata.org/entity/Q461082,25,Q461082,Leslie Grossman,American actress,https://en.wikipedia.org/wiki/Leslie_Grossman,swimfellow,
549,http://www.wikidata.org/entity/Q747424,32,Q747424,Ross Geller,fictional character from Friends,https://en.wikipedia.org/wiki/Ross_Geller,swimfellow,
550,http://www.wikidata.org/entity/Q29438120,26,Q29438120,Sepp Kuss,American road cyclist,https://en.wikipedia.org/wiki/Sepp_Kuss,swimfellow,
551,http://www.wikidata.org/entity/Q1268996,21,Q1268996,Gabrielle Delacour,fictional character in the Harry Potter universe,https://en.wikipedia.org/wiki/Gabrielle_Delacour,swimfellow,
552,http://www.wikidata.org/entity/Q2492923,29,Q2492923,Geralt of Rivia,fictional character from the Witcher series,https://en.wikipedia.org/wiki/Geralt_of_Rivia,swimfellow,
553,http://www.wikidata.org/entity/Q881024,31,Q881024,Blade,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Blade_(character),swimfellow,
554,http://www.wikidata.org/entity/Q311592,28,Q311592,Muhsin al-Ramli,Iraqi writer and poet,https://en.wikipedia.org/wiki/Muhsin_al-Ramli,swimfellow,
555,http://www.wikidata.org/entity/Q1744341,31,Q1744341,Orochimaru,fictional character from Naruto,https://en.wikipedia.org/wiki/Orochimaru_(Naruto),swimfellow,
556,http://www.wikidata.org/entity/Q234898,64,Q234898,A. C. Bhaktivedanta Swami Prabhupada,Indian spiritual teacher and founder of the ISKCON,https://en.wikipedia.org/wiki/A._C._Bhaktivedanta_Swami_Prabhupada,swimfellow,
557,http://www.wikidata.org/entity/Q944203,32,Q944203,Tom Sawyer,title character of the novel The Adventures of Tom Sawyer by Mark Twain,https://en.wikipedia.org/wiki/Tom_Sawyer,swimfellow,
558,http://www.wikidata.org/entity/Q377529,25,Q377529,Perry Mason,fictional attorney,https://en.wikipedia.org/wiki/Perry_Mason,swimfellow,
559,http://www.wikidata.org/entity/Q180704,77,Q180704,Iron Man,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Iron_Man,swimfellow,
560,http://www.wikidata.org/entity/Q1504628,21,Q1504628,Lionel Hutz,The Simpsons character,https://en.wikipedia.org/wiki/Lionel_Hutz,swimfellow,
561,http://www.wikidata.org/entity/Q715763,50,Q715763,Daisy Duck,Disney cartoon character,https://en.wikipedia.org/wiki/Daisy_Duck,swimfellow,
562,http://www.wikidata.org/entity/Q20501302,22,Q20501302,Supreme Leader Snoke,Star Wars character,https://en.wikipedia.org/wiki/Supreme_Leader_Snoke,swimfellow,
563,http://www.wikidata.org/entity/Q844697,24,Q844697,Conan Edogawa,fictional character and protagonist in Detective Conan,https://en.wikipedia.org/wiki/Jimmy_Kudo,swimfellow,
564,http://www.wikidata.org/entity/Q42,90,Q42,Douglas Adams,English science fiction writer and humorist (1952–2001),https://en.wikipedia.org/wiki/Douglas_Adams,swimfellow,
565,http://www.wikidata.org/entity/Q318298,24,Q318298,Rodrigo Carazo Odio,President of Costa Rica (1926-2009),https://en.wikipedia.org/wiki/Rodrigo_Carazo_Odio,swimfellow,
566,http://www.wikidata.org/entity/Q151707,52,Q151707,Henry V,"King of Germany and Holy Roman Emperor, the fourth and last ruler of the Salian dynasty","https://en.wikipedia.org/wiki/Henry_V,_Holy_Roman_Emperor",swimfellow,
567,http://www.wikidata.org/entity/Q356473,27,Q356473,Stephen Roche,Irish racing cyclist,https://en.wikipedia.org/wiki/Stephen_Roche,swimfellow,
568,http://www.wikidata.org/entity/Q1064404,37,Q1064404,Squidward Tentacles,major character in SpongeBob SquarePants,https://en.wikipedia.org/wiki/Squidward_Tentacles,swimfellow,
569,http://www.wikidata.org/entity/Q81445,46,Q81445,Salawat Yulayev,Russian Bashkir rebel during Pugachev's Rebellion (1773—1775),https://en.wikipedia.org/wiki/Salawat_Yulayev,swimfellow,
570,http://www.wikidata.org/entity/Q193531,46,Q193531,Miss Marple,fictional character appearing in Agatha Christie's crime novels,https://en.wikipedia.org/wiki/Miss_Marple,swimfellow,
571,http://www.wikidata.org/entity/Q1057918,39,Q1057918,Bellatrix Lestrange,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Bellatrix_Lestrange,swimfellow,
572,http://www.wikidata.org/entity/Q318757,30,Q318757,Lee Chun-soo,South Korean association football player,https://en.wikipedia.org/wiki/Lee_Chun-soo,swimfellow,
573,http://www.wikidata.org/entity/Q545694,22,Q545694,Xena,"fictional character from the TV series ""Xena: Warrior Princess""",https://en.wikipedia.org/wiki/Xena,swimfellow,
574,http://www.wikidata.org/entity/Q360501,27,Q360501,Paul Young,English musician (born 1956),https://en.wikipedia.org/wiki/Paul_Young,swimfellow,
575,http://www.wikidata.org/entity/Q134898,33,Q134898,Slavenka Drakulić,Croatian journalist and novelist (born 1949),https://en.wikipedia.org/wiki/Slavenka_Drakuli%C4%87,swimfellow,
576,http://www.wikidata.org/entity/Q2060477,22,Q2060477,Sokka,character in Avatar: The Last Airbender,https://en.wikipedia.org/wiki/Sokka,swimfellow,
577,http://www.wikidata.org/entity/Q21541731,27,Q21541731,BB-8,fictional robot in the Star Wars universe,https://en.wikipedia.org/wiki/BB-8,swimfellow,
578,http://www.wikidata.org/entity/Q21782656,27,Q21782656,Poe Dameron,fictional character in Star Wars,https://en.wikipedia.org/wiki/Poe_Dameron,swimfellow,
579,http://www.wikidata.org/entity/Q320109,55,Q320109,Jamsetji Tata,"Indian industrialist, founder of the Tata Group (born 1839)",https://en.wikipedia.org/wiki/Jamsetji_Tata,swimfellow,
580,http://www.wikidata.org/entity/Q838097,27,Q838097,Rogue,fictional character in Marvel Comics,https://en.wikipedia.org/wiki/Rogue_(Marvel_Comics),swimfellow,
581,http://www.wikidata.org/entity/Q14538,22,Q14538,Sharon Van Etten,American singer-songwriter,https://en.wikipedia.org/wiki/Sharon_Van_Etten,swimfellow,
582,http://www.wikidata.org/entity/Q731516,20,Q731516,Karim Guédé,footballer,https://en.wikipedia.org/wiki/Karim_Gu%C3%A9d%C3%A9,swimfellow,
583,http://www.wikidata.org/entity/Q2260732,22,Q2260732,General Zod,character from the Superman comics and related media,https://en.wikipedia.org/wiki/General_Zod,swimfellow,
584,http://www.wikidata.org/entity/Q468267,24,Q468267,Andrei Sinyavsky,"Russian writer, dissident, political prisoner, emigrant, Professor of Sorbonne University, magazine founder and publisher (1925–1997)",https://en.wikipedia.org/wiki/Andrei_Sinyavsky,swimfellow,
585,http://www.wikidata.org/entity/Q253778,20,Q253778,"Margaret of Austria, Queen of Bohemia",queen of Bohemia,"https://en.wikipedia.org/wiki/Margaret_of_Austria,_Queen_of_Bohemia",swimfellow,
586,http://www.wikidata.org/entity/Q20804465,20,Q20804465,Arlen López,Cuban boxer,https://en.wikipedia.org/wiki/Arlen_L%C3%B3pez,swimfellow,
587,http://www.wikidata.org/entity/Q317828,35,Q317828,Albert Costa,former Spanish tennis player,https://en.wikipedia.org/wiki/Albert_Costa,swimfellow,
588,http://www.wikidata.org/entity/Q22368,52,Q22368,Chen Shui-bian,10th and 11th President of Republic of China(Taiwan),https://en.wikipedia.org/wiki/Chen_Shui-bian,swimfellow,
589,http://www.wikidata.org/entity/Q27654948,38,Q27654948,Abdalla Hamdok,Sudanese public administrator and former prime minister,https://en.wikipedia.org/wiki/Abdalla_Hamdok,swimfellow,
590,http://www.wikidata.org/entity/Q334393,34,Q334393,David Limberský,Czech association football player,https://en.wikipedia.org/wiki/David_Limbersk%C3%BD,swimfellow,
591,http://www.wikidata.org/entity/Q510123,24,Q510123,Elias,Brazilian association football player,"https://en.wikipedia.org/wiki/Elias_(footballer,_born_1985)",swimfellow,
592,http://www.wikidata.org/entity/Q340257,28,Q340257,Achille Valenciennes,"French zoologist, ichthyologist, and malacologist (1794–1865)",https://en.wikipedia.org/wiki/Achille_Valenciennes,swimfellow,
593,http://www.wikidata.org/entity/Q313578,37,Q313578,Vanilla Ice,American rapper (born 1967),https://en.wikipedia.org/wiki/Vanilla_Ice,swimfellow,
594,http://www.wikidata.org/entity/Q975621,35,Q975621,Sarit Thanarat,Prime Minister of Thailand (1908-1963),https://en.wikipedia.org/wiki/Sarit_Thanarat,swimfellow,
595,http://www.wikidata.org/entity/Q1649854,20,Q1649854,Athos,fictional character in The Three Musketeers and its sequels,https://en.wikipedia.org/wiki/Athos_(character),swimfellow,
596,http://www.wikidata.org/entity/Q714483,23,Q714483,Don Walsh,American oceanographer (1931–2023),https://en.wikipedia.org/wiki/Don_Walsh,swimfellow,
597,http://www.wikidata.org/entity/Q1000118,29,Q1000118,Peter Pettigrew,fictional character of the Harry Potter series,https://en.wikipedia.org/wiki/Peter_Pettigrew_(character),swimfellow,
598,http://www.wikidata.org/entity/Q3296283,22,Q3296283,Maryana Marrash,"Ottoman-Syrian poet, writer",https://en.wikipedia.org/wiki/Maryana_Marrash,swimfellow,
599,http://www.wikidata.org/entity/Q165367,29,Q165367,Hendrik Goltzius,"German-born Dutch printmaker, draftsman and painter (1558–1617)",https://en.wikipedia.org/wiki/Hendrick_Goltzius,swimfellow,
600,http://www.wikidata.org/entity/Q6502703,62,Q6502703,Pinocchio,"fictional character of The Adventures of Pinocchio, by Carlo Collodi",https://en.wikipedia.org/wiki/Pinocchio,swimfellow,
601,http://www.wikidata.org/entity/Q9108122,20,Q9108122,Tuvok,fictional character from Star Trek,https://en.wikipedia.org/wiki/Tuvok,swimfellow,
602,http://www.wikidata.org/entity/Q170871,67,Q170871,Innocent V,185th Pope of the Catholic Church,https://en.wikipedia.org/wiki/Pope_Innocent_V,swimfellow,
603,http://www.wikidata.org/entity/Q172505,57,Q172505,Astor Piazzolla,"Argentine tango composer, bandoneon player and arranger",https://en.wikipedia.org/wiki/Astor_Piazzolla,swimfellow,
604,http://www.wikidata.org/entity/Q1200109,21,Q1200109,Derek Redmond,British athlete,https://en.wikipedia.org/wiki/Derek_Redmond,swimfellow,
605,http://www.wikidata.org/entity/Q682396,36,Q682396,Phoebe Buffay,fictional character from Friends,https://en.wikipedia.org/wiki/Phoebe_Buffay,swimfellow,
606,http://www.wikidata.org/entity/Q2669767,20,Q2669767,Bashshar ibn Burd,Persian poet who wrote in Arabic (714–783),https://en.wikipedia.org/wiki/Bashshar_ibn_Burd,swimfellow,
607,http://www.wikidata.org/entity/Q30301454,46,Q30301454,Ibrahima Konaté,French footballer (born 1999),https://en.wikipedia.org/wiki/Ibrahima_Konat%C3%A9,swimfellow,
608,http://www.wikidata.org/entity/Q2071982,21,Q2071982,Rose Tyler,fictional character from Doctor Who,https://en.wikipedia.org/wiki/Rose_Tyler,swimfellow,
609,http://www.wikidata.org/entity/Q235351,35,Q235351,Greta Scacchi,Italian-Australian actress,https://en.wikipedia.org/wiki/Greta_Scacchi,swimfellow,
610,http://www.wikidata.org/entity/Q560461,21,Q560461,Jersey Joe Walcott,American boxer (1914-1994),https://en.wikipedia.org/wiki/Jersey_Joe_Walcott,swimfellow,
611,http://www.wikidata.org/entity/Q2575084,25,Q2575084,Wednesday Addams,fictional character from The Addams Family,https://en.wikipedia.org/wiki/Wednesday_Addams,swimfellow,
